,rest_name,locality,rating,cuisines,cost_for_two,votes
2715,Chandkheda Fry Centre                                     ,Chandkheda,3.2,['Mughlai'],300,12
2716,Manek Chowk Sandwich & Pizza                                     ,Satellite,3.1,['Fast Food'],300,11
2717,Pooja Bhaji Pav                                     ,Mani Nagar,3.1,"['North Indian', 'South Indian', 'Street Food']",400,14
2718,Alpha Nutri Meals                                     ,Gurukul,2.7,['Healthy Food'],400,9
2719,Gujju's Tiffin Point                                     ,Chandkheda,3.2,"['North Indian', 'Gujarati']",300,14
2720,Giriraj Dhokla And Misal Pav                                     ,Bopal,2.9,['Gujarati'],250,9
2721,Hey! Samosa                                     ,Gota,2.9,['Fast Food'],250,7
2722,Jay Idana Vadapav                                     ,Sola,2.9,"['Fast Food', 'Street Food', 'South Indian']",350,10
2723,Hotel Bhagyoday                                     ,Astodia,3,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",280,4
2724,European's Kitchen                                     ,Sarkhej,3.2,"['European', 'Chinese']",300,8
2725,Mikis                                     ,Sarkhej,3.1,['North Indian'],400,8
2726,Vadilal                                     ,Bapunagar,2.8,"['Desserts', 'Ice Cream']",150,14
2727,Madhav Fast Food                                     ,Chandkheda,3.2,"['Chinese', 'North Indian']",350,10
2728,Swaad Ganthiya Rath                                     ,Adalaj,2.7,['Fast Food'],100,10
2729,Avdhoot Snacks                                     ,Subhash Bridge,3.1,"['Fast Food', 'Street Food']",200,10
2730,Mommys Kitchen                                     ,Thaltej,3.1,['North Indian'],200,9
2731,New Karnavati                                     ,Gota,3.2,['Street Food'],150,12
2732,Order Order Cafe                                     ,Prahlad Nagar,3.2,"['Chinese', 'Fast Food', 'Cafe']",400,10
2733,Chinese Corner                                     ,Gota,3.3,['Chinese'],150,14
2734,Olive Eatery                                     ,C G Road,3.3,"['North Indian', 'Chinese', 'South Indian']",600,10
2735,100 Divine Combos                                     ,Chandkheda,3.2,"['North Indian', 'Chinese', 'Fast Food']",350,8
2736,Bhagvati Chinese Food                                     ,Rakhial,3.2,"['Chinese', 'Fast Food']",300,9
2737,Compass Kitchen                                     ,Chandkheda,3.3,"['North Indian', 'Italian', 'Chinese', 'Continental']",700,9
2738,Tarachand Eggs Varieties                                     ,Navrangpura,3.2,['Fast Food'],300,8
2739,Vimal Bakery                                     ,Shahpur,3.2,"['Bakery', 'Fast Food']",200,11
2740,Khakhra King                                     ,Vastrapur,3.2,['Fast Food'],200,8
2741,Punjab Ka Tadka                                     ,Infocity,3.2,"['North Indian', 'Chinese']",300,7
2742,eLVee                                     ,Satellite,3.2,"['Pizza', 'Fast Food']",500,9
2743,Green Blood Juice Center                                     ,Ambavadi,3.2,"['Juices', 'Healthy Food']",100,6
2744,Bombay Pav Bhaji and Chinese                                     ,Infocity,3.2,"['Street Food', 'Chinese']",350,8
2745,Rich Nutritionwala                                     ,Sola,3.4,"['North Indian', 'Rajasthani', 'Chinese']",300,11
2746,Baroda Da Special Faluda                                     ,Kankaria,2.9,"['Beverages', 'Desserts']",200,8
2747,Shree Ashapura Bhajipav                                     ,Mani Nagar,3.2,['Fast Food'],150,13
2748,The Black Wood Cafe                                     ,Nikol,2.8,['Fast Food'],450,8
2749,Chai G                                     ,"Sector 11, Gandhinagar",3.1,"['Fast Food', 'Beverages']",300,11
2750,Nakshatra Foods Corner                                     ,Isanpur,3.1,"['Fast Food', 'North Indian']",250,9
2751,Kaka Na Bhajipau & Fastfood                                     ,Naroda,3.2,"['North Indian', 'Gujarati', 'Chinese', 'Fast Food']",550,10
2752,The Cake Room                                     ,Vastrapur,3.1,"['Desserts', 'Bakery']",300,8
2753,Charbhuja Sandwich Centre                                     ,Ghatlodia,3.3,['Fast Food'],200,14
2754,K.P. Fast Food                                     ,Shahibagh,2.9,"['North Indian', 'South Indian']",300,6
2755,MFC Food Center                                     ,Chandkheda,3.2,"['North Indian', 'South Indian', 'Sandwich', 'Street Food']",300,10
2756,Yamuna Parlour                                     ,Ashram Road,3.2,"['Fast Food', 'North Indian']",300,8
2757,Lucknow Express                                     ,Satellite,3.2,"['Kebab', 'Biryani', 'North Indian']",400,10
2758,Shree Ashapura Bhajipav & Snacks Centre                                     ,Paldi,3.2,"['Street Food', 'Fast Food', 'South Indian']",400,11
2759,Harsh Dairy                                     ,Vasna,3.1,['Mithai'],200,12
2760,Arihant Corner                                     ,Mani Nagar,2.9,"['Chinese', 'Street Food']",250,13
2761,Old Delhi                                     ,Bhadra,3.2,['North Indian'],250,9
2762,TC Refreshment                                     ,Bhadra,3.3,"['Street Food', 'North Indian']",200,13
2763,Maratha Raje                                     ,Mani Nagar,2.9,['Maharashtrian'],300,7
2764,Hari Om Chinese                                     ,Bopal,3.2,['Chinese'],200,8
2765,Kulchas And More                                     ,Airport Gandhinagar Highway,3.2,"['Street Food', 'North Indian']",250,8
2766,Shri Ram Ice Cream                                     ,Isanpur,3,"['Desserts', 'Ice Cream', 'Juices']",100,14
2767,94 MM Bengali Restaurant                                     ,Infocity,2.9,"['North Indian', 'Bengali']",450,7
2768,Kamal's Restaurant & Banquets                                     ,Naroda,3.4,"['North Indian', 'Chinese', 'Fast Food']",700,10
2769,Maharaja Restaurant                                     ,Ashram Road,3.2,"['Gujarati', 'North Indian']",400,6
2770,Gajanand Dalwada House                                     ,Bapunagar,2.9,['Street Food'],150,10
2771,Hotel Rolex                                     ,Odhav,3.1,"['North Indian', 'Chinese']",500,8
2772,Shree Ganesh                                     ,C G Road,3,['South Indian'],150,8
2773,New Prince Pav Bhaji                                     ,"Kankaria Lake, Kankaria",2.8,"['Street Food', 'Chinese', 'South Indian']",250,13
2774,Huddle And Bites                                     ,Ashram Road,3.1,['Fast Food'],300,5
2775,JD Snacks Bar                                     ,Naranpura,3.2,"['Fast Food', 'Street Food', 'Sandwich', 'Beverages']",300,8
2776,Xpress Pizzas And Hot Dog                                     ,Nava Vadaj,2.9,"['Chinese', 'Fast Food']",200,8
2777,New Prakash Cold Drinks                                     ,Sabarmati,3.2,['Beverages'],100,13
2778,The Sweetreat                                     ,Prahlad Nagar,3.1,"['Ice Cream', 'Beverages']",400,5
2779,The Koffee Shop                                     ,Gurukul,3,"['Cafe', 'Pizza', 'Fast Food']",350,6
2780,Sugar Bunnies                                     ,Navrangpura,3.2,"['Bakery', 'Desserts']",400,7
2781,Jay Ambe Tea Stall                                     ,Kalupur,3.1,"['Tea', 'Fast Food']",100,10
2782,Dr Eggs                                     ,Shahibagh,3.1,['Street Food'],200,7
2783,Nitya Food Hub                                     ,Nikol,2.8,"['Fast Food', 'North Indian']",150,12
2784,Navrang Chinese Fastfood                                     ,Sola,3,['Chinese'],200,9
2785,Maggi Point                                     ,Sola,2.7,['Fast Food'],350,10
2786,Kapil Na Prakhyat Ghughra                                     ,Chandlodia,3.2,['Gujarati'],100,7
2787,Bhukkhad Restaurant                                     ,Naroda,3.1,"['Gujarati', 'North Indian', 'South Indian', 'Chinese', 'Sandwich']",600,11
2788,Modi Ambalal Panachand                                     ,Manek Chowk,3.2,['Mithai'],200,12
2789,Trupti Food Court                                     ,"Kankaria Lake, Kankaria",2.7,"['Fast Food', 'South Indian']",300,8
2790,Orange                                     ,Isanpur,3.2,"['Fast Food', 'Beverages']",250,10
2791,Mahalaxmi Parantha House                                     ,Vasna,3,"['Street Food', 'Gujarati', 'North Indian']",200,13
2792,Maha Shakti Chavana & Sweet Mart                                     ,Shahibagh,3.1,"['Mithai', 'Street Food']",250,11
2793,Hunger Games                                     ,Ambavadi,3.2,"['Fast Food', 'Rolls', 'Pizza', 'Beverages']",550,9
2794,Maxwell                                     ,"Galaxy Avenue, Naroda",3.2,['Fast Food'],300,12
2795,New Manek chowk Khani Pini Bazar                                     ,Vastral,3,"['North Indian', 'Chinese', 'South Indian']",500,9
2796,Hunger Killer                                     ,Bopal,3.2,"['Street Food', 'North Indian', 'Desserts']",500,7
2797,Schocolatery                                     ,Vejalpur,3.2,['Bakery'],200,7
2798,Diya Dosa Center                                     ,Naroda,2.9,"['South Indian', 'Fast Food', 'Beverages']",400,10
2799,Krishna Bakers                                     ,Naroda,3,['Bakery'],250,4
2800,Baker's Bite                                     ,Sabarmati,3.2,['Bakery'],350,8
2801,MSG Fast Food                                     ,Odhav,3.1,['Chinese'],300,8
2802,Prem Mewad Ice Cream                                     ,Ambavadi,3.6,"['Ice Cream', 'Beverages']",250,8
2803,Darshnas Recipe                                     ,Ambavadi,3.1,['Fast Food'],200,8
2804,A1 Bakers                                     ,Ghatlodia,3.2,['Bakery'],300,7
2805,Gandhinagar Nu Manek Chowk                                     ,Airport Gandhinagar Highway,3.3,"['Chinese', 'Gujarati', 'North Indian', 'South Indian']",500,7
2806,Delhi Chanapuri                                     ,Navrangpura,3.2,['Street Food'],200,8
2807,Ahmedabadi Nylon Khaman                                     ,Nikol,3.2,['Fast Food'],300,10
2808,Shivkrupa Food                                     ,Satellite,2.8,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",450,7
2809,Kevin- The Delicious Food                                     ,Sabarmati,3.2,"['North Indian', 'Gujarati']",400,11
2810,Capital Point Restaurant & Banquet                                     ,Airport Gandhinagar Highway,3.1,"['North Indian', 'Chinese', 'Fast Food']",800,8
2811,Fresh Meals                                     ,Vejalpur,3.2,"['North Indian', 'Chinese']",400,10
2812,Khodiyar Nasta House                                     ,Nava Vadaj,3.2,['Gujarati'],100,7
2813,Meals In A Box                                     ,Prahlad Nagar,3,['North Indian'],700,8
2814,South Express                                     ,"SBR Social, Bodakdev",3.3,['South Indian'],300,7
2815,Melange Cafe & Lounge                                     ,Bopal,3.1,"['Chinese', 'Fast Food', 'North Indian']",500,8
2816,Royal Parlour                                     ,Ranip,3.2,"['Beverages', 'Ice Cream']",120,7
2817,Sarvottam  Restaurant                                     ,Vatva,3.2,"['North Indian', 'Chinese', 'Fast Food']",400,13
2818,Rajasthan Dalbati House                                     ,Vejalpur,3.3,"['Rajasthani', 'North Indian']",250,10
2819,Karnavati Food Zone                                     ,Nikol,3.2,"['Fast Food', 'Sandwich']",250,12
2820,Cafe World                                     ,Navrangpura,3.1,"['Fast Food', 'Beverages']",300,7
2821,Geeta Juice Corner                                     ,Shahibagh,3.1,['Beverages'],100,10
2822,Angel Restaurant                                     ,Sarkhej,3,"['North Indian', 'Chinese']",600,5
2823,Mr. Cake                                     ,Sarkhej,3.2,['Bakery'],150,12
2824,The 99 Shop                                     ,Sarkhej,2.7,"['North Indian', 'Chinese']",350,7
2825,Jalaram Kathiyawadi Dhaba                                     ,Sabarmati,3.1,"['North Indian', 'Chinese', 'Gujarati', 'South Indian']",350,7
2826,Kathiyawad Na Aangane Restaurant                                     ,Nikol,2.9,"['Gujarati', 'North Indian', 'Chinese', 'Ice Cream']",500,11
2827,Spice Hub                                     ,Adalaj,3.2,"['Fast Food', 'Beverages']",400,7
2828,Gokul Dairy and Sweets Palace                                     ,Isanpur,3.2,['Mithai'],200,11
2829,Manju's - The Art of Cooking                                     ,Navrangpura,3.2,['Bakery'],500,8
2830,M.D. Burgers And Fries                                     ,Sarkhej,3,"['Burger', 'Fast Food']",150,7
2831,Shree Pancham Thal                                     ,Sola,3.1,['Gujarati'],750,10
2832,Joker's Cafe                                     ,Vastral,3.1,['Fast Food'],200,9
2833,R & G                                     ,"Highway Food Court, Adalaj",3.2,"['Thai', 'Chinese']",650,9
2834,Naashto                                     ,"Sardar Vallabhbhai Patel Airport, Hansol",3.3,"['North Indian', 'South Indian']",500,7
2835,Haalo Kathiyawad                                     ,"Sector 25, Gandhinagar",3.1,"['North Indian', 'Gujarati']",400,7
2836,Vallabh Parlour                                     ,Nava Vadaj,2.8,"['Fast Food', 'Ice Cream']",300,10
2837,Manmohan Kharek Centre                                     ,"Sector 16, Gandhinagar",3.2,"['North Indian', 'Street Food', 'Chinese']",350,7
2838,The Taste Factory                                     ,Airport Gandhinagar Highway,3.1,"['Fast Food', 'Street Food']",400,7
2839,Mayur Bhajiya                                     ,Satellite,3.2,['Street Food'],100,8
2840,Ravindra Omlet Center                                     ,Navrangpura,2.9,['Street Food'],200,7
2841,Raju Parlour                                     ,"Sector 11, Gandhinagar",2.8,"['Sandwich', 'Beverages']",300,10
2842,Himmat Dabeli Centre                                     ,Shahibagh,3.1,['Street Food'],100,10
2843,Shree Ram Chula Dosa                                     ,Isanpur,2.9,['South Indian'],300,5
2844,Bhale Padharya                                     ,Shahibagh,3,"['Fast Food', 'Gujarati', 'North Indian']",200,5
2845,JayShree Pani Puri And Chaat                                     ,Gurukul,3.1,['Street Food'],100,11
2846,Tavvas Land                                     ,Gota,3.3,"['Ice Cream', 'Desserts']",300,10
2847,Panjari Dhaba                                     ,Adalaj,3,"['North Indian', 'Chinese', 'Rajasthani', 'Mexican', 'Fast Food', 'Italian']",700,5
2848,Jay Hind Bakery                                     ,Chandkheda,3.1,['Bakery'],200,9
2849,J.S.M Maggi & Pasta                                     ,Vastrapur,3.1,['Fast Food'],200,7
2850,Jay Gayatri Bhajiya And Ganthiya Rath                                     ,Odhav,3.4,['Street Food'],150,9
2851,Shree Jay Jalaram Khaman House                                     ,Ghatlodia,3.3,['Gujarati'],200,9
2852,Desi Kitchen                                     ,Ghatlodia,3.2,['Gujarati'],300,10
2853,Zankar Aloo Paratha                                     ,Nikol,2.8,['North Indian'],100,8
2854,Baskin Robbins                                     ,Bodakdev,3.2,"['Desserts', 'Ice Cream']",300,8
2855,A-1 Chinese Mughlai And Fry Centre                                     ,Rakhial,3,"['Chinese', 'North Indian', 'Hyderabadi']",500,9
2856,Burger 'N' Fries                                     ,Naroda,3,['Fast Food'],300,8
2857,Majja Nu Food                                     ,Ambavadi,3.2,"['Fast Food', 'Salad', 'Gujarati']",250,7
2858,Super Dawat Tawa Fry Centre                                     ,Ashram Road,3.3,['North Indian'],400,8
2859,New AAI Shree Khodiyar 2                                     ,Nikol,3.2,"['Chinese', 'Street Food']",300,7
2860,Bhavnagari Sweet Mart                                     ,Bodakdev,3.2,"['Mithai', 'Street Food']",150,10
2861,Devbhoomi Pani Puri Center                                     ,Bopal,3.1,['Street Food'],150,6
2862,A-One Bakers                                     ,Bapunagar,3.1,"['Bakery', 'Desserts']",200,6
2863,Bombay Gulalwadi Chinese Food                                     ,Manek Chowk,3.3,['Chinese'],250,6
2864,Appu Punjabi Chinese Bhajipav Corner                                     ,Mani Nagar,3.1,"['North Indian', 'Chinese']",350,11
2865,Mann Restaurent                                     ,Nikol,3.5,"['North Indian', 'Chinese', 'Gujarati']",450,7
2866,Shree Shivam Fast Food and Snacks                                     ,Hansol,3.2,['Fast Food'],150,10
2867,Bunty Paji Da Dhaba                                     ,Airport Gandhinagar Highway,3.2,"['North Indian', 'Chinese']",200,6
2868,Volga Restaurant                                     ,Bhadra,2.9,"['North Indian', 'South Indian']",500,8
2869,Sajan                                     ,"Sector 16, Gandhinagar",2.7,"['North Indian', 'Gujarati']",300,9
2870,Maruti Caterers And Fast food                                     ,Naranpura,3.1,"['Fast Food', 'South Indian', 'Chinese', 'North Indian']",500,7
2871,Madhav Dairy Parlour                                     ,Shahibagh,3.1,"['Mithai', 'Street Food']",100,11
2872,Shreenath Bhajipav                                     ,Ghatlodia,3.1,"['North Indian', 'South Indian', 'Gujarati', 'Chinese']",450,10
2873,Chat Corner                                     ,"Sector 21, Gandhinagar",2.8,"['Chinese', 'Street Food']",200,8
2874,Spice Craft                                     ,Infocity,2.8,"['North Indian', 'Chinese', 'Gujarati']",400,7
2875,Maher Kathiyawadi Restaurant                                     ,Bopal,3.2,['Gujarati'],250,6
2876,Krishna Fast Food                                     ,"Chopati, Sector 16",2.9,"['South Indian', 'Chinese', 'North Indian', 'Street Food']",450,11
2877,Patel Pavbhaji                                     ,Nikol,3.1,['Street Food'],250,9
2878,Suhani Ice Cream Parlour                                     ,Gota,3,"['Ice Cream', 'Beverages', 'Fast Food', 'Chinese']",200,10
2879,Om Shivshakti Snacks                                     ,"Sector 11, Gandhinagar",3.2,"['Fast Food', 'Street Food']",150,9
2880,Krishna Snacks Parlour                                     ,Mani Nagar,3.1,"['Fast Food', 'Rolls', 'Street Food', 'Sandwich']",200,6
2881,Ganesha Fast Food                                     ,Naroda,3.3,"['North Indian', 'Chinese']",250,9
2882,Rajputi Tadka                                     ,Naranpura,3.1,"['North Indian', 'Rajasthani']",250,6
2883,Jay Maa Bhavani Dabeli                                     ,Bapunagar,3.1,"['Street Food', 'Fast Food']",150,7
2884,Jitesh Chawana And Sweet                                     ,Paldi,3.2,['Mithai'],250,10
2885,Shiv Shambhu Food Center                                     ,Gurukul,3.1,['North Indian'],300,7
2886,Kobra Foods And Restaurant                                     ,Airport Gandhinagar Highway,2.9,['North Indian'],600,4
2887,Juna Sharebazar Chavanawala                                     ,Naranpura,3.2,['Street Food'],200,10
2888,The Gujjus Foods                                     ,Satellite,2.9,['Gujarati'],200,10
2889,Damroo Cafe                                     ,Bopal,3.1,"['Cafe', 'Italian']",600,6
2890,Khichdi Ki Duniya                                     ,Prahlad Nagar,3,['North Indian'],400,10
2891,Mama Corner                                     ,Gurukul,3,['Fast Food'],200,7
2892,Punjabi Kraft                                     ,Gota,3,"['North Indian', 'Fast Food', 'Chinese']",400,7
2893,Shree Raj Fastfood Center                                     ,Sabarmati,3.2,"['South Indian', 'Street Food']",300,11
2894,Paratha Point                                     ,"Fun Food Battalian, Bopal",2.9,['North Indian'],350,7
2895,Food Hub                                     ,Thaltej,3.1,"['Fast Food', 'Street Food']",150,6
2896,Radhe Bhajipav & Pulav                                     ,Gota,3.1,['Street Food'],150,7
2897,Egg House                                     ,Bopal,2.9,['Fast Food'],200,7
2898,Jay Goga Vadapav                                     ,Astodia,3,"['Street Food', 'North Indian']",300,7
2899,Mom's Kitchen                                     ,Vejalpur,3.2,"['Gujarati', 'North Indian', 'Fast Food', 'Chinese']",300,7
2900,Jay Shiv Shambhu Coffee Bar                                     ,C G Road,2.9,"['Fast Food', 'Street Food', 'Beverages']",300,8
2901,Shreeji Food Zone                                     ,"Vittal Mall, Chandkheda",2.9,"['Gujarati', 'North Indian']",200,9
2902,Chef Court                                     ,Bopal,3.2,"['North Indian', 'Chinese', 'Fast Food']",500,9
2903,Ambica Restaurant                                     ,Kankaria,2.7,"['North Indian', 'Gujarati']",250,7
2904,A1-  Food Point                                     ,Airport Gandhinagar Highway,3.2,"['Chinese', 'North Indian', 'Street Food', 'Pizza']",400,11
2905,Rajasthani Khurak                                     ,Shahibagh,3,['North Indian'],250,6
2906,Kavi Sandwich Wala                                     ,Isanpur,3.2,['Sandwich'],150,10
2907,Smokiez BBQ                                     ,"The Spicy Street Road, Airport Gandhinagar Highway",3.1,"['BBQ', 'Fast Food']",300,8
2908,Jay Shree Krishna Special Gujarat Dalvada                                     ,Chandkheda,2.9,['Gujarati'],300,4
2909,Leo Restaurant                                     ,Memnagar,2.9,"['North Indian', 'Chinese']",600,9
2910,Dawat-e-biryani                                     ,Chandkheda,3,['Biryani'],400,5
2911,Aaru's Restaurant                                     ,Airport Gandhinagar Highway,3.1,"['North Indian', 'Italian', 'Chinese']",700,8
2912,Panipuriwala.online                                     ,Ellis Bridge,2.9,['Street Food'],200,8
2913,Rajipo                                     ,Vatva,3,['North Indian'],300,7
2914,Mirza Tawa & Fry Center                                     ,Sarkhej,3.1,"['Mughlai', 'North Indian', 'Chinese', 'Andhra']",400,9
2915,Jay Bajrang Vijay Vadapav Center                                     ,Navrangpura,3.3,"['South Indian', 'Street Food']",300,9
2916,Patel Dabeli And Snacks                                     ,Naroda,3,['Fast Food'],300,8
2917,Golden Chinese And Fast Food                                     ,Naranpura,3,"['Chinese', 'North Indian']",300,6
2918,All Day Dining                                     ,"Club O7, Bopal",3.2,"['North Indian', 'Chinese']",300,7
2919,Praful Mithai Ghar                                     ,Sabarmati,2.9,['Mithai'],200,8
2920,Karnavati Dabeli  & Vadapav                                     ,Chandkheda,3.1,['Fast Food'],150,10
2921,Shake & Sip                                     ,Gota,3,['Beverages'],300,5
2922,Tirupati Balaji Masala Dosa                                     ,Naroda,2.9,['South Indian'],200,5
2923,Shree Kambeshwar Chawana & Sweet Mart                                     ,Shahibagh,3.2,"['Mithai', 'Fast Food']",250,7
2924,Lakshmi Pav Bhaji                                     ,Shahibagh,3.1,"['Street Food', 'Chinese']",200,7
2925,Ghar Ka Khana                                     ,Ellis Bridge,3.1,"['Gujarati', 'North Indian']",200,7
2926,Satyanarayan Icecream                                     ,Hansol,3.1,"['Ice Cream', 'Desserts', 'Beverages']",150,8
2927,Desi Parantha                                     ,Gota,3.2,['North Indian'],300,9
2928,Gandhi Gathiya                                     ,Thaltej,3.1,['Street Food'],150,6
2929,H.L  Vala Frankie                                     ,Navrangpura,3.1,"['Rolls', 'Fast Food']",250,10
2930,New Parampara Garden Restaurant                                     ,"Sector 25, Gandhinagar",3.1,"['North Indian', 'Chinese']","1,000",7
2931,Hot And Cool Cafe                                     ,Infocity,3,"['Fast Food', 'Street Food']",250,8
2932,Chaat Mahal                                     ,Satellite,3.1,['Street Food'],150,4
2933,Yamuna Bhajiya House                                     ,Shahibagh,3.1,['Street Food'],100,6
2934,Gopi Sweet & Dairy Parlour                                     ,Vastral,3.2,['Mithai'],100,10
2935,Jiya Fast Food                                     ,"Sector 16, Gandhinagar",2.9,['Fast Food'],200,9
2936,Yubbys Restaurant                                     ,Airport Gandhinagar Highway,3,"['Fast Food', 'North Indian', 'Chinese']",350,6
2937,The Coffee House                                     ,Ranip,3,"['Cafe', 'Fast Food']",350,6
2938,Rajdeep Restaurant                                     ,Lal Darwaja,3.1,"['Gujarati', 'South Indian', 'Chinese', 'Fast Food']",500,7
2939,Vrundavan Restaurant                                     ,Odhav,3.1,"['North Indian', 'Gujarati']",300,9
2940,Params Cafe                                     ,Satellite,3.1,"['Fast Food', 'Beverages']",450,4
2941,Om Shambhu Snacks & Coffee Bar                                     ,"Wide Angle, Satellite",2.9,"['Cafe', 'Beverages']",450,6
2942,Chandra Khaman Centre                                     ,Bapunagar,3.1,"['Gujarati', 'Street Food']",200,6
2943,Danny's Coffee Bar                                     ,Airport Gandhinagar Highway,3.2,"['Fast Food', 'Beverages']",400,4
2944,Manpasand Panipuri                                     ,"Kankaria Lake, Kankaria",2.7,"['Street Food', 'South Indian', 'Fast Food', 'Chinese']",200,7
2945,Royal Parlour                                     ,Chandkheda,2.9,['Beverages'],250,5
2946,Upper Street                                     ,Sola,3.1,"['South Indian', 'Fast Food', 'Chinese', 'Maharashtrian']",400,8
2947,Mom's Food                                     ,"Highway Food Court, Adalaj",3.1,['Gujarati'],200,7
2948,K.D Bhajipav Pulav                                     ,Paldi,3.1,['Street Food'],200,9
2949,MS Food                                     ,Naroda,3.1,"['Fast Food', 'Street Food']",250,8
2950,Perfect Cold Coco & Cold Coffee                                     ,Navrangpura,3.1,"['Fast Food', 'Beverages']",300,10
2951,Shahi Food Corner                                     ,Chandkheda,3.2,"['North Indian', 'Chinese']",200,7
2952,Vadilal Soda Fountain                                     ,"Kankaria Lake, Kankaria",3.1,"['Desserts', 'Ice Cream']",100,8
2953,Shreenath Chaatwala                                     ,Bopal,2.9,"['Street Food', 'North Indian']",450,7
2954,Truly Fresh                                     ,"Ahmedabad One Mall, Vastrapur",3,"['Beverages', 'Healthy Food']",250,6
2955,Shree Umiya G Dining Hall                                     ,Vastrapur,3.1,['Gujarati'],300,6
2956,The Late Night Food                                     ,Ellis Bridge,3.1,"['Chinese', 'Fast Food']",250,11
2957,All In One                                     ,Sola,3.1,"['South Indian', 'Fast Food', 'Chinese']",200,8
2958,Decent Dining Hall                                     ,Prahlad Nagar,2.8,['Gujarati'],300,6
2959,Chalo Jamiye Restaurant                                     ,Chandkheda,2.9,['Gujarati'],300,7
2960,Canteen                                     ,Satellite,3,"['Fast Food', 'North Indian']",200,8
2961,Saasu Ma No Handvo                                     ,Chandkheda,3,['Gujarati'],300,7
2962,Devi Chinese And Punjabi                                     ,Isanpur,3.1,['Chinese'],200,7
2963,Shahi Fry Centre                                     ,Airport Gandhinagar Highway,3.2,['North Indian'],350,7
2964,Lucky Parlour                                     ,Hansol,3.2,['Street Food'],100,8
2965,Shreenath Snacks                                     ,Airport Gandhinagar Highway,3,"['Street Food', 'Sandwich']",150,6
2966,Miyabi                                     ,Bopal,3.1,['Japanese'],"1,200",5
2967,Friessac                                     ,"SBR Social, Bodakdev",3,['Fast Food'],300,5
2968,Shri Krishna                                     ,Paldi,3.1,"['Fast Food', 'Street Food']",250,8
2969,Shake Shack                                     ,Bodakdev,2.9,"['Beverages', 'Fast Food']",300,5
2970,Urban Tadka - Hotel Vice President                                     ,Ashram Road,3,"['North Indian', 'Chinese']",600,9
2971,Shree Anjani Nandan                                     ,Bodakdev,3.1,"['Gujarati', 'North Indian']",400,8
2972,Haridarshan                                     ,Bapunagar,3.1,"['North Indian', 'South Indian', 'Chinese', 'Gujarati']",300,7
2973,South Dosa                                     ,Gota,2.9,['South Indian'],300,10
2974,Ashok Sandwich                                     ,Subhash Bridge,3.1,['Fast Food'],200,4
2975,Wow Juice                                     ,Paldi,3,"['Beverages', 'Juices']",200,6
2976,Zayka Chinese And Moghlai Center                                     ,Rakhial,3,"['Chinese', 'Mughlai']",250,6
2977,Sita Samosa And Fast Food Center                                     ,C G Road,3.3,['Street Food'],150,6
2978,Trupti Bakery And Snacks                                     ,Satellite,3,['Bakery'],250,7
2979,Dangee Dums Yums                                     ,Shahibagh,3,"['Bakery', 'Desserts']",500,6
2980,Fix Meal Co.                                     ,Bapunagar,2.8,['North Indian'],250,4
2981,Jay Ambe Cake Shop                                     ,Hansol,3,['Bakery'],500,6
2982,Pizza Republic                                     ,Prahlad Nagar,2.8,"['Pizza', 'Fast Food']",250,7
2983,Mr. Cake Wala                                     ,Gota,3.2,"['Bakery', 'Fast Food']",200,7
2984,Shree Bherunath Ice-Cream                                     ,Chandkheda,3,"['Fast Food', 'South Indian', 'North Indian', 'Chinese', 'Ice Cream', 'Beverages']",150,7
2985,The Heritage Foods and Services                                     ,Paldi,3,"['North Indian', 'Fast Food']",400,5
2986,Chulha Choki                                     ,Gota,2.9,['North Indian'],250,4
2987,Mahaveer Ice Cream And Kulfi                                     ,Isanpur,3.2,"['Ice Cream', 'Beverages']",200,7
2988,Selvis Kitchen And Catering Services                                     ,Gota,3.1,['Gujarati'],200,5
2989,Jay Veer Krupa Khaman House                                     ,Vastral,3.1,['Street Food'],200,6
2990,The Test Of Soham                                     ,Nikol,2.9,"['North Indian', 'Chinese', 'Seafood']",400,7
2991,Center Point Cafe                                     ,Amraiwadi,3.1,['Fast Food'],200,5
2992,Sai Baba Idli-Dhosa Center                                     ,Naroda,3,['South Indian'],200,7
2993,Sha-hee Ber-yani                                     ,Odhav,3.1,"['Biryani', 'Mughlai', 'Wraps']",400,6
2994,Kolkata Taste                                     ,Chandkheda,3,"['Mithai', 'North Indian', 'Mughlai', 'Bengali']",500,7
2995,M Raj Bakery                                     ,Jamalpur,3.1,"['Bakery', 'Desserts']",200,8
2996,Dal Roti                                     ,Bodakdev,3.1,"['North Indian', 'Fast Food']",500,7
2997,V.S Omlet Center                                     ,Nikol,3.2,['Fast Food'],300,7
2998,Vadilal - Scoop Shop                                     ,Sarkhej,3.1,['Ice Cream'],250,10
2999,Food Filleer                                     ,Infocity,3.1,['Fast Food'],150,5
3000,Sabras                                     ,"Club O7, Bopal",3,['Gujarati'],300,6
3001,Sharma Ji ke Famous Samose                                     ,Thaltej,2.9,['Street Food'],100,5
3002,Kells The Chatpata                                     ,Thaltej,2.9,"['Fast Food', 'Continental', 'Chinese', 'North Indian']",500,8
3003,Big Bite Cafe                                     ,"SBR Social, Bodakdev",3.1,"['Pizza', 'Fast Food', 'North Indian']",400,9
3004,Shivranjani Dhosa Vada                                     ,Satellite,3.2,['South Indian'],400,6
